TransactionID,Date,Time,CustomerID,Name,Surname,Shipping_State,Item No.,Description,Retail_Price,Loyalty_Discount
112349,12-12-2016,22:29:00,100000571,Connor,Harris,Kansas,8269421724,Long Overalls,124.75,0.02
112348,12-12-2016,22:29:00,100000546,Donna,Johnston,Connecticut,3256419181,Short Slip,102,0.02
112347,12-12-2016,22:27:00,100000280,Stephanie,Ogden,Ohio,8241463559,Wallet,49.75,0.07
112346,12-12-2016,22:27:00,200000349,Cameron,Duncan,Arizona,1284609276,Sweater,95.76,0.01
112345,12-12-2016,22:27:00,100000232,Trevor,King,Colorado,8864799421,Valance,31.8,0.07
112344,12-12-2016,22:23:00,100000286,Ruth,Lambert,Idaho,3126356136,Formal Dress,99.9,0.08
112343,12-12-2016,22:20:00,100000876,Tracey,Pullman,Wisconsin,3405268556,Handbag,114.77,0.09
112342,12-12-2016,22:16:00,300000466,Amy,Davies,New York,4619440506,Shorts,69.75,0.02
112341,12-12-2016,22:14:00,300000358,Simon,Morrison,Colorado,7502168586,Baby Quilt,38.06,0.04
112340,12-12-2016,22:12:00,300000652,Chloe,Forsyth,Texas,3495221948,Suit & 2 pc Dress,38.12,0.04
112339,12-12-2016,22:12:00,300000168,Pippa,Wilson,Michigan,6265788387,Commode Cover,58.1,0.05
112338,12-12-2016,22:11:00,200000819,Katherine,Grant,Illinoi,2926937052,Washcloth,10.78,0.05
112337,12-12-2016,22:11:00,400000272,Rose,Blake,West Virginia,9313710898,Dish Towel,32.23,0.08
112336,12-12-2016,22:10:00,100000860,Rebecca,Ross,Texas,8619953091,Pillowcase,18.96,0.05
112335,12-12-2016,22:09:00,100000162,Emma,Peters,New York,6228611532,Valance,47.76,0.05
112334,12-12-2016,22:09:00,100000616,Alison,Cornish,Alabama,9873264896,Hat,10.89,0.1
112333,12-12-2016,22:09:00,200000165,Paul,Harris,Massachusetts,8143229140,Shower Shoes,27.86,0.09
112332,12-12-2016,22:08:00,100000190,Vanessa,Avery,South Dakota,6697166886,Coat,159.8,0.05
112331,12-12-2016,22:08:00,100000092,Jane,Forsyth,New Mexico,8438262686,Robe,29.88,0.1
112330,12-12-2016,22:06:00,300000430,Amy,Welch,Vermont,7463357829,Infant 2 Piece Set,49.8,0.08
112329,12-12-2016,22:03:00,100000053,Madeleine,Ellison,Rhode Island,3405268556,Handbag,114.77,0.09
112328,12-12-2016,22:03:00,100000335,Karen,May,Alaska,8624682735,Coat,77.77,0.07
112327,12-12-2016,22:02:00,100000862,Jack,Young,Virginia,4584868492,T-shirt,61.38,0.03
112326,12-12-2016,22:01:00,300000530,Chloe,Hill,Maine,4934584980,Nylon Pants,55.86,0.05
112325,12-12-2016,00:00:00,200000458,Lucas,Tucker,Indiana,5480721202,Shirt,67.83,0
112324,12-12-2016,21:58:00,100000679,Yvonne,Lambert,Massachusetts,8675740287,Baby Quilt,47.76,0.07
112323,12-12-2016,21:58:00,100000278,Irene,Vaughan,Arkansas,5857761910,Gowns/Pajamas,28.14,0.09
112322,12-12-2016,21:58:00,100000724,Una,Blake,Texas,1284609276,Sweater,95.76,0.04
112321,12-12-2016,21:58:00,100000677,Dominic,Langdon,North Carolina,2430071492,Dust Ruffle,41.86,0.04
112320,12-12-2016,21:57:00,100000222,Jessica,Morrison,Oklahoma,1988250904,Coat,74.16,0
112319,12-12-2016,21:56:00,100000618,Andrew,Wright,Wyomin,9873264896,Hat,10.89,0.08
112318,12-12-2016,21:53:00,300000524,Brandon,Clark,New Hampshire,7425260271,Mattress Cover,35.44,0
112317,12-12-2016,21:50:00,100000218,Theresa,Grant,Nebraska,1737807900,Tie,68.64,0.08
112316,12-12-2016,21:48:00,100000235,Jessica,James,Arkansas,5187373849,Short Slip,12.87,0.04
112315,12-12-2016,21:47:00,100000253,Lauren,Ball,Louisiana,8438262686,Robe,29.88,0.03
112314,12-12-2016,21:47:00,100000379,Melanie,Henderson,Arkansas,4327321762,Dress,69.75,0.02
112313,12-12-2016,21:45:00,100000838,Felicity,MacLeod,Vermont,9313710898,Dish Towel,32.23,0
112312,12-12-2016,21:44:00,100000835,Leonard,Gibson,Wyomin,2491559336,Jeans,104.79,0.06
112311,12-12-2016,21:43:00,100000282,Theresa,Marshall,Arizona,9873264896,Hat,10.89,0.04
112310,12-12-2016,21:42:00,300000009,Ruth,Campbell,Maine,7463357829,Infant 2 Piece Set,49.8,0.03
112309,12-12-2016,21:40:00,200000579,James,Glover,Oregon,4391642886,Men's Pajama Set,83.79,0.03
112308,12-12-2016,21:40:00,200000662,Trevor,Skinner,Louisiana,2113413915,Shorts,59.33,0.1
112307,12-12-2016,21:39:00,100000926,Dan,Johnston,Rhode Island,5187883584,Dish Towel,49.5,0.06
112306,12-12-2016,21:35:00,100000423,Wendy,Metcalfe,Texas,1988250904,Coat,74.16,0
112305,12-12-2016,21:35:00,200000608,Adrian,Wright,Arizona,8624682735,Coat,77.77,0
112304,12-12-2016,21:34:00,200000265,Tim,Sanderson,Nevada,7463357829,Infant 2 Piece Set,49.8,0.05
112303,12-12-2016,21:32:00,100000335,Karen,May,Alaska,4584868492,T-shirt,61.38,0.07
112302,12-12-2016,21:30:00,400000434,Penelope,Paterson,Nebraska,3795753080,Jeans,38.1,0.01
112301,12-12-2016,21:29:00,100000042,Diane,Black,Illinoi,2020397001,Men's Pajama Set,23.1,0.06
112300,12-12-2016,21:29:00,100000232,Trevor,King,Colorado,3890778939,Suit & 2 pc Dress,125.16,0.07
112299,12-12-2016,21:27:00,100000573,Sam,Howard,Alabama,3382973348,Top,81.76,0.09
112298,12-12-2016,21:27:00,100000893,Donna,Butler,Iowa,1737807900,Tie,68.64,0.08
112297,12-12-2016,21:25:00,200000008,Lisa,Knox,Oregon,8213207925,Underwear & Boxers,23.76,0.06
112296,12-12-2016,21:22:00,100000436,Bella,Hemmings,Arkansas,4622769035,Short Gown,78,0.01
112295,12-12-2016,21:21:00,300000732,Joshua,MacLeod,South Dakota,1319286996,Gowns/Pajamas,47.43,0.01
112294,12-12-2016,21:20:00,200000110,Tim,Jones,Kansas,7502168586,Baby Quilt,38.06,0
112293,12-12-2016,21:20:00,300000767,Chloe,Bond,West Virginia,6697166886,Coat,159.8,0.01
112292,12-12-2016,21:20:00,400000600,Nicola,Graham,Delaware,3405268556,Handbag,114.77,0.09
112291,12-12-2016,21:19:00,100000249,Brandon,Bower,South Dakota,2557931901,Short Gown,47.76,0.04
112290,12-12-2016,21:19:00,100000881,Joan,Nash,Pennsylvani,5857761910,Gowns/Pajamas,28.14,0.07
112289,12-12-2016,21:18:00,200000118,Adam,McGrath,Washington,6182400847,Blazer,26.88,0
112288,12-12-2016,21:16:00,100000121,Ian,Slater,Alabama,9870137717,Crib Sheet,53.9,0.1
112287,12-12-2016,21:12:00,100000136,Christopher,Mackenzie,Maryland,6697166886,Coat,159.8,0.03
112286,12-12-2016,21:11:00,100000781,Sonia,Welch,Ohio,5050067655,Bottoms,66.96,0.02
112285,12-12-2016,21:07:00,300000510,Peter,Scott,Rhode Island,7833392032,Skirt,55.86,0.06
112284,12-12-2016,21:04:00,300000510,Peter,Scott,Rhode Island,8262662751,Suit,109.89,0.06
112283,12-12-2016,21:03:00,300000729,James,Quinn,Delaware,8713824671,Infant 2 Piece Set,48.6,0.02
112282,12-12-2016,21:01:00,100000086,Matt,McGrath,New Mexico,8713824671,Infant 2 Piece Set,48.6,0.08
112281,12-12-2016,20:58:00,200000844,Sarah,Blake,Massachusetts,1336619171,Slacks,63.84,0.09
112280,12-12-2016,20:57:00,200000671,Carolyn,Arnold,Mississippi,4584868492,T-shirt,61.38,0.1
112279,12-12-2016,20:56:00,300000735,John,Anderson,Arizona,2782517448,Belt,45.77,0.09
112278,12-12-2016,20:56:00,100000228,Virginia,Howard,New Jersey,3405268556,Handbag,114.77,0.01
112277,12-12-2016,20:56:00,100000205,Anna,Lee,Maine,9916068026,Gowns/Pajamas,118.14,0.05
112276,12-12-2016,20:55:00,100000218,Theresa,Grant,Nebraska,2926937052,Washcloth,10.78,0.08
112275,12-12-2016,20:54:00,200000683,Piers,Gray,New York,3819369487,Dish Towel,7.84,0.07
112274,12-12-2016,20:54:00,200000414,Sebastian,Langdon,Alabama,2782517448,Belt,45.77,0.06
112273,12-12-2016,20:54:00,100000012,Benjamin,Grant,Utah,5997626126,Coat/Jacket,39.55,0
112272,12-12-2016,20:54:00,200000459,Charles,Brown,Arizona,8586814459,Gown & Robe Set,65.64,0.04
112271,12-12-2016,20:50:00,100000174,Penelope,Glover,Ohio,1336619171,Slacks,63.84,0.04
112270,12-12-2016,20:49:00,100000314,Nicola,Clarkson,West Virginia,5127562193,Robe,95.76,0
112269,12-12-2016,20:48:00,100000826,Sean,Burgess,New Jersey,8713824671,Infant 2 Piece Set,48.6,0.1
112268,12-12-2016,20:48:00,100000543,Chloe,Dickens,Georgia,8864799421,Valance,31.8,0.01
112267,12-12-2016,20:47:00,200000264,Lily,Davies,Wyomin,9166887914,Sweater,95.76,0.03
112266,12-12-2016,20:42:00,300000634,Heather,Mackay,New York,1284609276,Sweater,95.76,0.04
112265,12-12-2016,20:41:00,200000483,Anthony,Gill,Alaska,2113413915,Shorts,59.33,0.1
112264,12-12-2016,20:40:00,100000312,Blake,Hudson,Indiana,1303837083,Suit,19.4,0.1
112263,12-12-2016,20:39:00,200000026,Richard,Fraser,Rhode Island,9870137717,Crib Sheet,53.9,0
112262,12-12-2016,20:37:00,200000582,Rebecca,Clarkson,Mississippi,8438262686,Robe,29.88,0.09
112261,12-12-2016,20:37:00,300000815,Pippa,Robertson,Massachusetts,6182400847,Blazer,26.88,0.03
112260,12-12-2016,20:34:00,200000047,Leah,Nolan,Mississippi,8241463559,Wallet,49.75,0.03
112259,12-12-2016,20:33:00,200000301,Joseph,Robertson,South Carolina,1336619171,Slacks,63.84,0.1
112258,12-12-2016,20:32:00,100000798,Karen,Tucker,Illinoi,4291344502,Long Overalls,55.62,0.07
112257,12-12-2016,20:32:00,100000090,Wanda,Henderson,Texas,7463357829,Infant 2 Piece Set,49.8,0.03
112256,12-12-2016,20:32:00,200000728,John,Buckland,Washington,6182400847,Blazer,26.88,0.04
112255,12-12-2016,20:30:00,400000396,Fiona,Buckland,Mississippi,3495221948,Suit & 2 pc Dress,38.12,0.08
112254,12-12-2016,20:30:00,200000661,Lucas,Abraham,Louisiana,4538875409,Couch Cover,79.8,0
112253,12-12-2016,20:28:00,200000681,Maria,Welch,North Dakota,2113413915,Shorts,59.33,0.05
112252,12-12-2016,20:24:00,300000703,Diana,Hodges,Nebraska,6548962456,Dust Ruffle,65.79,0.05
112251,12-12-2016,20:21:00,300000374,John,Underwood,Florida,4291344502,Long Overalls,55.62,0.02
112250,12-12-2016,20:17:00,200000864,Harry,Hardacre,Tennessee,9862518267,Socks,10.84,0.1
112249,12-12-2016,20:16:00,300000705,Joshua,Coleman,South Dakota,1160651321,Coat,93.9,0.01
112248,12-12-2016,20:16:00,200000819,Katherine,Grant,Illinoi,5997626126,Coat/Jacket,39.55,0.05
112247,12-12-2016,20:16:00,100000617,Evan,Metcalfe,Pennsylvani,2020397001,Men's Pajama Set,23.1,0.04
112246,12-12-2016,20:15:00,200000696,Benjamin,James,Oregon,4291344502,Long Overalls,55.62,0.06
112245,12-12-2016,20:13:00,100000456,Amanda,Ball,Illinoi,8586814459,Gown & Robe Set,65.64,0.04
112244,12-12-2016,20:13:00,100000230,Dan,Terry,Minnesota,2926937052,Washcloth,10.78,0.04
112243,12-12-2016,20:13:00,400000830,Trevor,Mitchell,Alabama,7833392032,Skirt,55.86,0.04
112242,12-12-2016,20:13:00,100000025,Jennifer,Hughes,Rhode Island,2963300774,Sweatshirt,75.81,0.1
112241,12-12-2016,20:12:00,300000269,Gabrielle,Powell,Missouri,9313710898,Dish Towel,32.23,0.1
112240,12-12-2016,20:10:00,100000379,Melanie,Henderson,Arkansas,8864799421,Valance,31.8,0.02
112239,12-12-2016,20:06:00,100000421,Kimberly,Wallace,Idaho,1988250904,Coat,74.16,0.05
112238,12-12-2016,20:06:00,100000273,Jake,Skinner,Nebraska,2782517448,Belt,45.77,0.01
112237,12-12-2016,20:06:00,200000941,Benjamin,Manning,Utah,5509524170,Couch Cover,86.68,0.02
112236,12-12-2016,20:04:00,100000317,Liam,Stewart,Connecticut,1039854547,Coat,135.83,0.09
112235,12-12-2016,20:01:00,100000299,Zoe,Johnston,Illinoi,4391642886,Men's Pajama Set,83.79,0.04
112234,12-12-2016,20:01:00,200000371,Alan,Kelly,Michigan,1082405301,Blazer,119.76,0
112233,12-12-2016,19:59:00,100000878,Felicity,Metcalfe,Florida,4291344502,Long Overalls,55.62,0.03
112232,12-12-2016,19:58:00,200000629,Benjamin,McDonald,Texas,2363094138,Short Overalls,71.82,0.09
112231,12-12-2016,19:58:00,100000236,Carol,Blake,Missouri,1737807900,Tie,68.64,0.02
112230,12-12-2016,19:57:00,100000084,Dylan,Fraser,South Carolina,8269421724,Long Overalls,124.75,0.07
112229,12-12-2016,19:56:00,100000255,Diane,Henderson,Kansas,8948840620,Gloves,19.8,0.1
112228,12-12-2016,19:55:00,100000560,Jacob,King,Arizona,7690258628,Baby Blanket,21.93,0.07
112227,12-12-2016,19:54:00,400000442,Dorothy,Duncan,Minnesota,5997626126,Coat/Jacket,39.55,0.06
112226,12-12-2016,19:54:00,300000394,Julia,Scott,Colorado,3135576553,Underwear,5.88,0.09
112225,12-12-2016,19:53:00,200000033,Grace,Chapman,Minnesota,5187373849,Short Slip,12.87,0.07
112224,12-12-2016,19:52:00,200000066,Piers,Burgess,Nebraska,9313710898,Dish Towel,32.23,0.06
112223,12-12-2016,19:52:00,400000741,Fiona,Rees,Delaware,3132788435,Coat,30.06,0.05
112222,12-12-2016,19:51:00,400000740,Michael,Hamilton,Tennessee,2557931901,Short Gown,47.76,0.03
112221,12-12-2016,19:49:00,100000202,Fiona,Underwood,Louisiana,2240469836,Slippers,35.82,0.1
112220,12-12-2016,19:47:00,100000908,Christopher,Peake,New York,3795753080,Jeans,38.1,0.09
112219,12-12-2016,19:47:00,400000488,Sue,Morrison,Nevada,1988250904,Coat,74.16,0.07
112218,12-12-2016,19:45:00,300000364,Katherine,Howard,Minnesota,6719567315,Blouse,47.88,0.01
112217,12-12-2016,19:44:00,100000097,Heather,Wallace,Wisconsin,5187883584,Dish Towel,49.5,0.09
112216,12-12-2016,19:44:00,100000760,Keith,Walker,Minnesota,6265788387,Commode Cover,58.1,0.09
112215,12-12-2016,19:43:00,200000843,Adam,Gibson,North Carolina,7010679527,Blanket,63.84,0.06
112214,12-12-2016,19:40:00,200000363,Brandon,Johnston,New York,8241463559,Wallet,49.75,0.04
112213,12-12-2016,19:40:00,400000113,Tim,Hardacre,New York,5310615417,Tie,41.79,0.03
112212,12-12-2016,19:39:00,100000007,Dorothy,Thomson,Alabama,1303837083,Suit,19.4,0.07
112211,12-12-2016,19:36:00,200000265,Tim,Sanderson,Nevada,6511971572,Sleeping Bag,47.88,0.05
112210,12-12-2016,19:35:00,100000782,Penelope,Rampling,Oregon,3819369487,Dish Towel,7.84,0.08
112209,12-12-2016,19:33:00,100000288,Liam,King,Texas,6917448328,Socks,8.82,0
112208,12-12-2016,19:32:00,200000645,Joan,Abraham,California,5145202479,Crib Sheet,9.9,0.04
112207,12-12-2016,19:31:00,300000731,Warren,Ince,Arkansas,2178891798,Hand Towel,18.17,0.04
112206,12-12-2016,19:30:00,200000588,Sean,Dyer,Vermont,3405268556,Handbag,114.77,0.09
112205,12-12-2016,19:29:00,300000468,Jasmine,Allan,Montan,2926937052,Washcloth,10.78,0.01
112204,12-12-2016,19:28:00,100000219,Alexander,Ince,West Virginia,8241463559,Wallet,49.75,0.04
112203,12-12-2016,19:27:00,100000303,Brian,Russell,Texas,4584868492,T-shirt,61.38,0.03
112202,12-12-2016,19:26:00,200000295,Tim,Thomson,Kansas,5310615417,Tie,41.79,0.02
112201,12-12-2016,19:25:00,200000503,Warren,Lyman,Virginia,3405268556,Handbag,114.77,0.08
112200,12-12-2016,19:23:00,100000571,Connor,Harris,Kansas,9873264896,Hat,10.89,0.02
112199,12-12-2016,19:21:00,100000569,Gabrielle,Skinner,Wyomin,6182400847,Blazer,26.88,0
112198,12-12-2016,19:20:00,200000670,Richard,Carr,Louisiana,3132788435,Coat,30.06,0.05
112197,12-12-2016,19:19:00,100000405,Cameron,Blake,Alaska,9223468295,Bath Mat,23.88,0.08
112196,12-12-2016,19:17:00,100000563,Joanne,Mackenzie,North Carolina,5187373849,Short Slip,12.87,0
112195,12-12-2016,19:12:00,100000244,Brian,Short,Illinoi,1489444777,Short Gown,131.12,0.01
112194,12-12-2016,19:10:00,100000228,Virginia,Howard,New Jersey,9195451761,Hand Towel,51.66,0.01
112193,12-12-2016,19:09:00,100000094,Lisa,Davies,Ohio,6962492078,Bath Mat,37.31,0.01
112192,12-12-2016,19:08:00,200000701,Joshua,Wilson,North Carolina,6182400847,Blazer,26.88,0.1
112191,12-12-2016,19:07:00,100000502,Pippa,Johnston,Oregon,3495221948,Suit & 2 pc Dress,38.12,0.04
112190,12-12-2016,19:06:00,300000812,Natalie,Wallace,Maryland,2355020550,Sweater,67.92,0.07
112189,12-12-2016,19:06:00,100000198,Tim,North,Iowa,2963300774,Sweatshirt,75.81,0
112188,12-12-2016,19:05:00,200000109,Joe,Forsyth,Texas,2557931901,Short Gown,47.76,0.05
112187,12-12-2016,19:05:00,200000716,Theresa,Fraser,Rhode Island,4619440506,Shorts,69.75,0.09
112186,12-12-2016,19:04:00,100000928,Stephen,Glover,Ohio,5050067655,Bottoms,66.96,0.08
112185,12-12-2016,18:59:00,200000047,Leah,Nolan,Mississippi,9870137717,Crib Sheet,53.9,0.03
112184,12-12-2016,18:59:00,200000591,Christian,Edmunds,Wyomin,1940915493,Long Gown,68.77,0.1
112183,12-12-2016,18:58:00,100000129,Peter,Pullman,Florida,3750666773,Waterbed Sheet,79.8,0.08
112182,12-12-2016,18:57:00,300000551,Cameron,Knox,South Carolina,2926937052,Washcloth,10.78,0.04
112181,12-12-2016,18:57:00,100000199,Jasmine,Terry,Kentucky,2430071492,Dust Ruffle,41.86,0.03
112180,12-12-2016,18:56:00,300000167,Cameron,Ross,North Dakota,2588421965,Commode Cover,15.84,0.07
112179,12-12-2016,18:56:00,100000324,David,Newman,New Hampshire,2363094138,Short Overalls,71.82,0.05
112178,12-12-2016,18:56:00,400000432,Abigail,Poole,Tennessee,2557931901,Short Gown,47.76,0.01
112177,12-12-2016,18:55:00,100000451,Tracey,Thomson,North Carolina,6660530324,Washcloth,35.14,0.03
112176,12-12-2016,18:55:00,200000263,Gabrielle,Marshall,Michigan,3452086694,Bra,38.87,0.07
112175,12-12-2016,18:53:00,200000698,Jacob,Sharp,Nevada,8438262686,Robe,29.88,0.05
112174,12-12-2016,18:52:00,300000440,Sally,Mitchell,New York,5187883584,Dish Towel,49.5,0.04
112173,12-12-2016,18:50:00,200000843,Adam,Gibson,North Carolina,1303837083,Suit,19.4,0.06
112172,12-12-2016,18:48:00,100000927,Victoria,Wilson,Missouri,9730446421,Blazer,103.3,0.1
112171,12-12-2016,18:47:00,100000723,Justin,Campbell,Texas,4574639519,Jeans,14.5,0.03
112170,12-12-2016,18:45:00,200000350,Isaac,Kelly,Minnesota,6719567315,Blouse,47.88,0.06
112169,12-12-2016,18:40:00,100000927,Victoria,Wilson,Missouri,8624682735,Coat,77.77,0.1
112168,12-12-2016,18:38:00,100000331,Jonathan,Manning,Nevada,7645689457,Apron,9.48,0
112167,12-12-2016,18:37:00,100000927,Victoria,Wilson,Missouri,4391642886,Men's Pajama Set,83.79,0.1
112166,12-12-2016,18:36:00,300000634,Heather,Mackay,New York,9862518267,Socks,10.84,0.04
112165,12-12-2016,18:34:00,300000528,Victoria,Welch,Iowa,6265788387,Commode Cover,58.1,0.08
112164,12-12-2016,18:34:00,300000735,John,Anderson,Arizona,2113413915,Shorts,59.33,0.09
112163,12-12-2016,18:34:00,100000306,Phil,Grant,Vermont,1489444777,Short Gown,131.12,0.09
112162,12-12-2016,18:32:00,200000461,Alan,Grant,Mississippi,2557931901,Short Gown,47.76,0.06
112161,12-12-2016,18:31:00,100000220,Maria,Simpson,Arkansas,9916068026,Gowns/Pajamas,118.14,0.09
112160,12-12-2016,18:29:00,100000817,Melanie,Ogden,Indiana,6228611532,Valance,47.76,0.02
112159,12-12-2016,18:29:00,200000582,Rebecca,Clarkson,Mississippi,2240469836,Slippers,35.82,0.09
112158,12-12-2016,18:27:00,400000368,Olivia,Simpson,Vermont,4574639519,Jeans,14.5,0
112157,12-12-2016,18:26:00,100000881,Joan,Nash,Pennsylvani,8586814459,Gown & Robe Set,65.64,0.07
112156,12-12-2016,18:25:00,100000560,Jacob,King,Arizona,9166887914,Sweater,95.76,0.07
112155,12-12-2016,18:25:00,300000729,James,Quinn,Delaware,2695940506,Sweater,59.4,0.02
112154,12-12-2016,18:24:00,200000464,Adam,Dyer,Idaho,8241463559,Wallet,49.75,0.04
112153,12-12-2016,18:23:00,100000146,Andrew,Gray,California,4934584980,Nylon Pants,55.86,0.04
112152,12-12-2016,18:21:00,300000428,Diana,Bower,Ohio,8143229140,Shower Shoes,27.86,0.01
112151,12-12-2016,18:20:00,100000151,Connor,Grant,Vermont,8586814459,Gown & Robe Set,65.64,0.1
112150,12-12-2016,18:19:00,200000391,Gavin,Berry,West Virginia,6917448328,Socks,8.82,0
112149,12-12-2016,18:19:00,100000328,Megan,Tucker,Massachusetts,8213207925,Underwear & Boxers,23.76,0.08
112148,12-12-2016,18:18:00,300000905,Amy,Morgan,Michigan,8694351166,Chair Cover,38.87,0.03
112147,12-12-2016,18:18:00,200000370,Joshua,Bond,Kansas,2210750188,Blazer,119.76,0.09
112146,12-12-2016,18:13:00,200000107,Ian,Wilson,Idaho,6988128169,Handbag,25.44,0.04
112145,12-12-2016,18:11:00,100000090,Wanda,Henderson,Texas,6697166886,Coat,159.8,0.03
112144,12-12-2016,18:10:00,100000502,Pippa,Johnston,Oregon,2876522496,Jacket,99.8,0.04
112143,12-12-2016,18:09:00,100000305,Kevin,Springer,Rhode Island,3795753080,Jeans,38.1,0.02
112142,12-12-2016,18:09:00,200000711,Kylie,Skinner,Utah,6988128169,Handbag,25.44,0
112141,12-12-2016,18:07:00,200000448,Evan,Hart,Florida,3135576553,Underwear,5.88,0.05
112140,12-12-2016,18:06:00,100000152,Justin,Metcalfe,Nevada,5153370805,Shorts,43.96,0.03
112139,12-12-2016,18:05:00,100000745,Victor,Wilson,Nebraska,8143229140,Shower Shoes,27.86,0.08
112138,12-12-2016,18:05:00,100000502,Pippa,Johnston,Oregon,7270957383,Scarf,29.85,0.04
112137,12-12-2016,18:05:00,100000334,Carolyn,Roberts,Idaho,9280265561,Coat/Jacket,59.85,0.08
112136,12-12-2016,18:04:00,200000549,Frank,Poole,Rhode Island,1489444777,Short Gown,131.12,0.01
112135,12-12-2016,18:03:00,400000754,Emily,Clarkson,Virginia,2695940506,Sweater,59.4,0.1
112134,12-12-2016,18:01:00,100000475,Kevin,James,Hawaii,7833392032,Skirt,55.86,0.09
112133,12-12-2016,00:00:00,100000789,Brian,Thomson,Utah,2557931901,Short Gown,47.76,0.1
112132,12-12-2016,17:58:00,200000941,Benjamin,Manning,Utah,2491559336,Jeans,104.79,0.02
112131,12-12-2016,17:51:00,100000932,Abigail,Ferguson,Massachusetts,4538875409,Couch Cover,79.8,0.07
112130,12-12-2016,17:51:00,400000755,Angela,Oliver,Arkansas,4924918902,T-shirt,62.79,0.01
112129,12-12-2016,17:49:00,100000937,Karen,White,Tennessee,8143229140,Shower Shoes,27.86,0.09
112128,12-12-2016,17:49:00,400000541,Victoria,Kerr,Arkansas,3962085980,Sleeper,61.38,0.01
112127,12-12-2016,17:48:00,300000551,Cameron,Knox,South Carolina,1625450539,Dress,54.89,0.04
112126,12-12-2016,17:48:00,100000095,Rebecca,Knox,California,1940915493,Long Gown,68.77,0.04
112125,12-12-2016,17:48:00,100000798,Karen,Tucker,Illinoi,4538875409,Couch Cover,79.8,0.07
112124,12-12-2016,17:39:00,100000064,Bernadette,Gibson,South Carolina,2926937052,Washcloth,10.78,0.05
112123,12-12-2016,17:39:00,100000382,Anthony,Chapman,Maryland,4934584980,Nylon Pants,55.86,0.08
112122,12-12-2016,17:38:00,200000166,William,Mitchell,Maryland,8713824671,Infant 2 Piece Set,48.6,0
112121,12-12-2016,17:38:00,400000433,Rose,Robertson,Oklahoma,8713824671,Infant 2 Piece Set,48.6,0.06
112120,12-12-2016,17:35:00,400000602,Molly,Hart,Maine,5153370805,Shorts,43.96,0
112119,12-12-2016,17:35:00,300000418,Christian,McLean,Pennsylvani,4398051135,Bra,6,0.05
112118,12-12-2016,17:34:00,200000387,Christian,Blake,Colorado,8586814459,Gown & Robe Set,65.64,0.03
112117,12-12-2016,17:34:00,100000176,Wendy,Gill,Arizona,2355020550,Sweater,67.92,0.02
112116,12-12-2016,17:32:00,300000594,Joan,Randall,Idaho,6988128169,Handbag,25.44,0.1
112115,12-12-2016,17:32:00,300000494,Jonathan,White,Utah,5145202479,Crib Sheet,9.9,0.05
112114,12-12-2016,17:30:00,100000326,Felicity,North,Kentucky,5736433915,Mattress Cover,65.78,0.07
112113,12-12-2016,17:30:00,100000224,Christian,Baker,South Dakota,2355020550,Sweater,67.92,0.03
112112,12-12-2016,17:29:00,400000048,Carolyn,Lewis,Minnesota,8948840620,Gloves,19.8,0.01
112111,12-12-2016,17:29:00,100000192,Oliver,Blake,Maryland,6962492078,Bath Mat,37.31,0.09
112110,12-12-2016,17:29:00,400000691,Jacob,Clarkson,Utah,2963300774,Sweatshirt,75.81,0.02
112109,12-12-2016,17:28:00,300000168,Pippa,Wilson,Michigan,4924918902,T-shirt,62.79,0.05
112108,12-12-2016,17:27:00,100000882,Piers,Simpson,Alabama,9223468295,Bath Mat,23.88,0.06
112107,12-12-2016,17:26:00,200000186,Sue,Ellison,Minnesota,5187883584,Dish Towel,49.5,0.01
112106,12-12-2016,17:26:00,100000930,Amelia,Hughes,Hawaii,3382973348,Top,81.76,0
112105,12-12-2016,17:24:00,400000557,Lisa,Buckland,Kentucky,6661671897,Swimwear,50.83,0.02
112104,12-12-2016,17:23:00,200000549,Frank,Poole,Rhode Island,4934584980,Nylon Pants,55.86,0.01
112103,12-12-2016,17:23:00,100000331,Jonathan,Manning,Nevada,2113413915,Shorts,59.33,0
112102,12-12-2016,17:22:00,400000516,Hannah,Oliver,Michigan,9223468295,Bath Mat,23.88,0.1
112101,12-12-2016,17:21:00,100000899,Amelia,Parsons,Wyomin,2963300774,Sweatshirt,75.81,0.07
112100,12-12-2016,17:21:00,100000229,Yvonne,Johnston,Wyomin,7645888340,Bath Mat,5.6,0.04
112099,12-12-2016,17:18:00,300000689,Warren,Ferguson,Texas,6917448328,Socks,8.82,0.03
112098,12-12-2016,17:16:00,100000163,Amanda,Morgan,Maine,4574639519,Jeans,14.5,0.08
112097,12-12-2016,17:16:00,400000557,Lisa,Buckland,Kentucky,1893735141,Socks,115.5,0.02
112096,12-12-2016,17:15:00,200000258,Owen,McGrath,Arkansas,7645888340,Bath Mat,5.6,0.08
112095,12-12-2016,17:15:00,100000240,John,Baker,South Carolina,3132788435,Coat,30.06,0.05
112094,12-12-2016,17:14:00,200000765,Paul,Baker,New Jersey,8269421724,Long Overalls,124.75,0
112093,12-12-2016,17:07:00,400000472,Gabrielle,Hardacre,Delaware,5509524170,Couch Cover,86.68,0.01
112092,12-12-2016,17:06:00,300000074,Oliver,Simpson,California,8619953091,Pillowcase,18.96,0.09
112091,12-12-2016,17:05:00,200000681,Maria,Welch,North Dakota,8864799421,Valance,31.8,0.05
